site,watershed,date,latitude,longitude,ph_sonde,ph_lab,temp_deg_c_sonde,temp_lab_deg_c,spc_u_scm_sonde,conductivity_lab_u_scm,alkalinity_mg_ca_co3l,aluminum_dis_ug_l,aluminum_org_ug_l,ali_ug_l,antimony_dis_ug_l,arsenic_dis_ug_l,barium_dis_ug_l,bromide_ug_l,cadmium_dis_ug_l,calcium_dis_mg_l,cerium_dis_ug_l,chloride_mg_l,chromium_dis_ug_l,cobalt_dis_ug_l,copper_dis_ug_l,fluoride_ug_l,hardness_mg_ca_co3l,iron_dis_ug_l,lead_dis_ug_l,lithium_dis_ug_l,magnesium_dis_mg_l,manganese_dis_ug_l,nickel_dis_ug_l,nitrate_ug_l,nitrite_ug_l,phosphate_ug_l,phosphorus_dis_ug_l,potassium_dis_mg_l,selenium_dis_ug_l,silver_dis_ug_l,sodium_dis_mg_l,sulfate_mg_l,tds_mg_l,titanium_dis_ug_l,uranium_dis_ug_l,vanadium_dis_ug_l,zinc_dis_ug_l,avg_dic_mg_l,avg_doc_mg_l,avg_turbidity_ntu,avg_colour_colour_units,cens_ph_sonde,cens_ph_lab,cens_temp_deg_c_sonde,cens_temp_lab_deg_c,cens_spc_u_scm_sonde,cens_conductivity_lab_u_scm,cens_alkalinity_mg_ca_co3l,cens_aluminum_dis_ug_l,cens_aluminum_org_ug_l,cens_ali_ug_l,cens_antimony_dis_ug_l,cens_arsenic_dis_ug_l,cens_barium_dis_ug_l,cens_bromide_ug_l,cens_cadmium_dis_ug_l,cens_calcium_dis_mg_l,cens_cerium_dis_ug_l,cens_chloride_mg_l,cens_chromium_dis_ug_l,cens_cobalt_dis_ug_l,cens_copper_dis_ug_l,cens_fluoride_ug_l,cens_hardness_mg_ca_co3l,cens_iron_dis_ug_l,cens_lead_dis_ug_l,cens_lithium_dis_ug_l,cens_magnesium_dis_mg_l,cens_manganese_dis_ug_l,cens_nickel_dis_ug_l,cens_nitrate_ug_l,cens_nitrite_ug_l,cens_phosphate_ug_l,cens_phosphorus_dis_ug_l,cens_potassium_dis_mg_l,cens_selenium_dis_ug_l,cens_silver_dis_ug_l,cens_sodium_dis_mg_l,cens_sulfate_mg_l,cens_tds_mg_l,cens_titanium_dis_ug_l,cens_uranium_dis_ug_l,cens_vanadium_dis_ug_l,cens_zinc_dis_ug_l,cens_avg_dic_mg_l,cens_avg_doc_mg_l,cens_avg_turbidity_ntu,cens_avg_colour_colour_units,yday
4MO,Moser,2022-05-25,45.02243,-62.282897,6.33,6.4291,16.3,15.8219,27.2,-7.4264,1.9599,92.81306639,81.79380939,11.019256999999996,2,0.4,3.513675062,10.6884,0.4,1.46990207,0.4,4.5068,0.4,0.4,0.7,10.3395,NA,150.3806303,0.4,1.040476721,0.453512705,16.4950951,0.4,94.134,9,27.0234,58.45653936,0.268675225,1,0.4,3.434290854,1.5323,-4.950883824,1.419795313,0.4,0.4,12.40861851,1.207,4.9645,8.035,25.095,none,none,none,none,none,none,none,none,none,none,left,left,none,none,left,none,left,none,left,left,left,none,none,none,left,none,none,none,left,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3972602739726027
4MW,Medway,2021-04-21,44.212287,-64.808511,4.21,5.1894,6.7,17.8,33,37.3,1.486,205.7355505,178.1119171,27.62363339999999,2,4.724046127,2.350366975,9,0.4,1.242733005,0.525234501,5.2258,0.4,0.4,0.7,45.5778,5.317968908,395.4545532,0.70391295,0.659305057,0.537849586,39.46791648,0.823752297,22.4194,9,10,10,0.204462685,1,0.4,8.510169152,1.5015,24.9,1.094407579,0.4,0.4,5.029681681,NA,10.21,1.11,125,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,none,none,left,left,left,none,none,none,none,none,none,none,none,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3041095890410959
4MW,Medway,2021-07-14,44.212287,-64.808511,4.79,5.3179,14.1,18.4,37.3,43.7,4.024,235.2906901,226.5643998,8.726290300000016,2,9.631861008,2.081607542,13.0622,0.4,1.572601255,0.690799118,5.578,0.4,0.4,1.615767378,45.8982,7.035684405,810.1751094,0.590860669,1.698729053,0.754953635,47.7770867,1.155925581,18.2396,9,14.4359,17.03342797,0.29719447,1,0.4,4.742980512,1.3317,29.133042,1.773887576,0.4,0.4,9.468731556,NA,15.215,0.648,194,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,none,none,left,left,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.5342465753424658
4MW,Medway,2021-08-16,44.212287,-64.808511,4.91,5.4132,16.1,19.3,43.4,42,4.278,312.2572374,283.8513302,28.4059072,2,14.39492185,2.484570673,20.5113,0.4,1.758550756,1.045536812,6.525,0.4,0.594741526,0.869125753,14.0351,7.782491782,1288.313459,0.995047402,4.119019531,0.823552827,82.17385355,1.509285055,172.7381,9,18.0859,28.32280692,0.253799797,1,0.4,5.48326816,1.2479,27.99972,2.145553114,0.4,0.4,11.61231153,NA,21.49,0.716,278,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,none,none,left,none,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.6246575342465753
4MW,Medway,2021-09-13,44.212287,-64.808511,4.4,4.6977,16.4,18.1,NA,54.2,1.144,459.8541567,440.512477,19.341679699999986,2,12.11227323,4.052926869,19.8411,0.4,1.82039057,1.312493664,6.7347,0.4,0.853097031,0.809533532,14.3576,8.002179969,1513.873146,1.583658137,1.025672683,0.839403768,108.3744257,1.63300477,53.2679,9,10.0592,14.91295898,0.233836363,1,0.4,5.414913965,0.8662,36.132972,2.939574617,0.4,0.442818713,24.35994342,NA,28.63,0.6745,314,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,none,none,left,none,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,left,none,none,none,none,none,none,0.7013698630136986
4PT,Petite Riviere,2021-04-08,44.238908,-64.456483,4.34,5.134,9,14.8,35.2,39,1.902,104.684,97.278,7.405999999999992,2,0.522,2.442,9,0.4,0.853,0.4,5.9413,0.4,0.4,0.7,20.2473,4.518381,270.937,0.4,0.649,0.58,29.303,0.611,36.616,9,10,10,0.371,1,0.4,3.839,2.5747,25.9974,0.551,0.4,0.4,6.331,NA,6.7415,0.7175,79.5,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,left,none,left,left,left,none,none,none,left,none,none,none,none,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.2684931506849315
4PT,Petite Riviere,2021-04-27,44.238908,-64.456483,4.82,5.6479,9.5,16.1,36.9,43.5,2.693,164.6890152,147.4798681,17.209147099999996,2,1.042158756,2.89987287,13.6976,0.4,1.179213832,0.496765702,6.7778,0.4,0.4,1.052083209,22.4349,6.439654246,650.3311588,0.4,1.040249369,0.848751168,55.76899802,1.051805289,14.5209,9,10.0435,10,0.525286745,1,0.4,5.511331157,2.369,29,1.237337807,0.4,0.4,6.333356064,NA,7.773,1.09,114.5,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,none,none,left,left,none,none,none,none,left,none,none,none,none,none,left,none,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.32054794520547947
4PT,Petite Riviere,2021-05-18,44.238908,-64.456483,4.84,5.6749,13.8,16.3,34,40.7,2.73,161.2016442,147.1375528,14.064091399999995,2,0.959174361,2.492675024,16.2205,0.4,1.058105957,0.512392804,6.2292,0.4,0.4,1.307267484,29.3106,5.650810446,725.160285,0.4,0.960963494,0.730626486,36.15273827,0.879708024,39.3217,9,55.5971,10.04386748,0.309138796,1,0.4,4.641251374,2.0554,27.133062,1.291509024,0.4,0.4,6.0482159,NA,8.6735,0.7695,131.5,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,none,none,left,left,none,none,none,none,left,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3780821917808219
4WR,WRSH,2021-04-22,45.011729,-62.698632,5.18,6.107,8.9,16.6,23.6,26.4,4.618,334.1400576,313.6736493,20.466408299999955,2,0.56280361,4.091626552,9,0.4,1.369277876,0.757095445,2.7835,0.4,0.4,1.009279307,21.8094,7.565265638,484.5122053,0.428261329,0.516572804,1.006842832,4.892970516,0.531115897,157.7117,9,10.8705,16.29308293,0.365266506,1,0.4,3.950660128,1.2448,17.6,2.598291449,0.4,0.4,19.44527733,NA,9.6075,1.02,119,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,none,none,left,left,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.30684931506849317
4WR,WRSH,2021-05-13,45.011729,-62.698632,4.98,5.9998,6.7,18.8,23.7,27.3,4.23,470.6853306,361.0323712,109.65295939999999,2,0.621017659,5.116431548,9,0.4,1.870242685,1.107785041,2.793,0.465424798,0.4,1.187402284,23.5506,9.747796294,475.2795994,0.469086492,0.735207424,1.233074383,5.235383541,0.736220625,73.6433,9,10.7967,20.45435085,0.40693709,1,0.4,3.48398765,1.0874,18.199818,3.497003209,0.4,0.4,13.76092576,NA,11.055,0.814,143,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,none,none,none,left,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3643835616438356
51MW,Medway,2021-03-31,44.475351,-65.097793,4.75,5.3739,7.2,18,27.3,28.6,2.369,135.674,129.794,5.8799999999999955,2,0.4,2.38,9,0.4,0.821,0.4,4.4576,0.4,0.4,0.7,18.0158,3.964907,356.043,0.4,0.755,0.465,19.602,0.4,30.5803,9,10,10,0.157,1,0.4,4.167,1.782,19.066476,0.828,0.4,0.4,3.422,NA,7.2055,4.205,28.5,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,left,none,none,none,left,none,none,none,left,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.2465753424657534
51MW,Medway,2021-04-21,44.475351,-65.097793,4.35,5.2838,12,17.5,25.4,29,2.149,170.3927032,135.9553106,34.43739260000001,2,0.4,2.593881691,9,0.4,1.00104759,0.4,4.2107,0.4,0.4,2.123775502,41.1486,4.775732493,285.6460869,0.434049811,1.085834709,0.552723813,24.20987599,0.611901738,33.1879,9,10,10,0.232558056,1,0.4,3.292634309,1.643,19.3,0.903326004,0.4,0.4,7.19532279,NA,6.9815,0.71,94.5,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,none,none,none,none,none,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3041095890410959
51MW,Medway,2021-05-12,44.475351,-65.097793,3.75,5.3526,12.8,19.1,0,29.6,2.353,153.5952658,137.189223,16.406042799999994,2,0.4,2.181669037,9,0.4,0.855850327,0.4,4.0932,0.4,0.4,0.7,41.5608,4.261194475,258.2787676,0.4,0.98242874,0.515817438,17.41805743,0.615872208,46.1697,9,42.056,10.42275063,0.160153685,1,0.4,3.146294234,1.5503,19.733136,0.893143652,0.4,0.4,4.933408663,NA,7.138,1.205,98,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,left,none,none,none,left,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.36164383561643837
54MQ,Musquodoboit,2021-03-30,45.103184,-63.030584,NA,5.6703,NA,18.2,NA,20.3,2.917,129.074,102.265,26.80900000000001,2,0.4,3.912,9,0.4,1.169,0.4,2.3256,0.4,0.4,0.7,9,3.989673,56.994,0.4,0.541,0.26,31.152,0.4,39.6864,9,10,10,0.149,1,0.4,1.511,1.8032,13.5333332,0.5,0.4,0.4,9.087,NA,5.005,1.34,44,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,left,left,none,none,left,none,none,none,left,none,left,left,left,none,left,left,none,none,none,left,left,left,none,none,none,none,none,0.24383561643835616
54MQ,Musquodoboit,2021-04-20,45.103184,-63.030584,5.55,3.3444,7.8,17.8,22.8,25.1,3.266,109.9823139,88.27842776,21.703886139999994,2,0.4,3.798114472,9,0.4,1.391308052,0.4,2.701,0.4,0.4,2.62909936,20.1298,5.420214938,57.8982109,0.4,0.653656637,0.472588327,5.24687699,0.4,34.0041,9,10,10,0.141331886,1,0.4,2.153995278,2.766,16.7,0.657000914,0.4,0.4,6.233975721,NA,3.6615,0.46,24,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,left,none,none,none,left,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3013698630136986
54MQ,Musquodoboit,2021-05-11,45.103184,-63.030584,5.14,5.9582,9.1,19.3,20,23.8,3.172,124.0732155,106.4124763,17.66073920000001,2,0.4,3.831509823,9,0.4,1.269885959,0.4,2.3821,0.4,0.4,1.412331534,16.4744,5.095310134,72.07367822,4.412069924,0.952284107,0.467315419,8.275724538,0.426120066,34.4562,9,40.1023,10,0.116213574,1,0.4,2.209944827,2.3211,15.866508,0.5,0.4,0.4,5.941888943,NA,4.336,0.561,22,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,none,none,none,none,none,none,left,none,left,none,left,left,none,none,none,left,left,left,none,none,none,none,none,0.3589041095890411
56LH,LaHave,2021-03-29,44.62629,-64.88104,3.85,4.9349,3.7,18,25.6,26.7,1.791,209.425,183.213,26.212000000000018,2,0.597,2.747,9,0.4,0.729,0.4,3.3994,0.4,0.4,0.7,15.2508,2.755099,136.14,0.409,0.799,0.227,13.692,0.4,16.5119,9,10,10,0.155,1,0.4,1.794,1.0299,17.799822,1.279,0.4,0.4,4.041,NA,9.2525,0.8795,96.5,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,left,none,left,left,left,none,none,none,none,none,none,none,left,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.2410958904109589
56LH,LaHave,2021-04-19,44.62629,-64.88104,NA,5.6211,NA,17,NA,31,3.524,252.8480806,195.8880598,56.960020799999995,2,0.648791862,3.924700287,9,0.4,0.766243834,0.4,3.4683,0.4,0.4,1.664146649,27.1734,3.436392629,218.5305385,0.547421802,0.970525116,0.369859586,17.44690169,0.4,22.4084,9,10,10,0.269531061,1,0.4,2.678681187,0.9507,20.7,1.499375232,0.4,0.4,4.967617838,NA,9.601,0.83,115.5,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,left,none,left,left,none,none,none,none,none,none,none,none,left,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.29863013698630136
56LH,LaHave,2021-05-10,44.62629,-64.88104,3.75,3.0149,9.1,19.1,23.6,27.1,1.777,272.5124386,256.2051275,16.307311099999993,2,0.780655911,3.743591008,9,0.4,0.739920643,0.4,3.3129,0.4,0.4,0.93036287,25.0094,3.419708597,236.6407449,0.448301638,0.934044349,0.381769488,17.98444946,0.4,549.2,9,16.8005,10,0.178174252,1,0.4,2.61128487,0.9834,18.066486,1.480421638,0.4,0.4,3.296801849,NA,10.595,0.7445,120,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,left,none,left,left,none,none,none,none,none,none,none,none,left,none,left,none,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3561643835616438
56MQ,Musquodoboit,2021-04-20,45.113551,-63.007636,5.29,4.4773,7.1,18.7,24.9,28.5,3.268,84.70043315,67.45388224,17.246550909999996,2,0.4,4.785958968,9,0.4,1.392335826,0.4,3.243,0.4,0.4,0.7,26.3897,5.501694623,43.96928865,0.4,0.732289461,0.491751352,8.04095693,0.642455392,149.9102,9,12.9204,10,0.129003885,1,0.4,2.193684503,3.1055,19,2.709679955,0.4,0.4,5.453174118,NA,2.6375,0.65,15.5,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,left,none,none,none,left,none,none,none,none,none,left,none,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3013698630136986
56MQ,Musquodoboit,2021-05-11,45.113551,-63.007636,5.33,6.3852,8.6,19.7,22.9,27.4,5.21,92.7795753,73.88535936,18.89421594000001,2,0.4,4.775886691,9,0.4,1.392936136,0.4,3.002,0.4,0.4,1.919446183,27.292,5.586793604,55.50411999,0.4,0.789906851,0.51205247,8.160614439,0.628156326,83.4023,9,38.8993,10,0.117348096,1,0.4,2.344516067,2.9176,18.266484,0.5,0.4,0.4,3.367633721,NA,3.1985,0.784,12,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,left,none,none,none,none,none,left,none,left,none,left,left,none,none,none,left,left,left,none,none,none,none,none,0.3589041095890411
58LH,LaHave,2021-03-29,44.594302,-64.65658,5.09,4.3154,3.4,18.1,26.2,26.7,2.995,200.73,191.325,9.405000000000001,2,0.4,2.666,9,0.4,1.379,0.4,3.5727,0.4,0.4,1.464,12.1013,4.971141,102.942,0.4,0.491,0.371,30.927,0.718,157.7052,9,10,12.681,0.275,1,0.4,2.014,1.8598,17.8,1.015,0.4,0.4,22.355,NA,7.536,3.17,62.5,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,left,none,none,none,none,none,left,left,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.2410958904109589
58LH,LaHave,2021-04-19,44.594302,-64.65658,5.72,5.87,8.9,18.2,25.2,27.5,3.696,260.5084582,225.1217335,35.3867247,2,0.4,2.893622058,9,0.4,1.482062912,0.401048566,3.5452,0.4,0.4,0.7,17.6513,5.900366234,155.2072732,0.4,0.675815434,0.534156178,18.71287566,0.604572841,85.7046,9,10,10,0.295252706,1,0.4,2.873926912,1.6353,18.3,1.412714231,0.4,0.4,4.583137361,NA,8.1695,0.67,110,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,none,none,left,left,left,none,none,none,left,none,none,none,none,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.29863013698630136
58LH,LaHave,2021-05-10,44.594302,-64.65658,5.15,4.375,9,19.8,22.9,26.8,3.156,292.15573,256.3357241,35.82000590000001,2,0.4,2.881214002,9,0.4,1.363126118,0.4,3.1706,0.4,0.4,3.095046764,20.2246,5.499932592,184.7623368,0.4,0.781052747,0.509035132,16.52987247,0.657874828,29.6454,9,10,10,0.224781783,1,0.4,2.714930884,1.3962,17.866488,1.593872345,0.4,0.4,5.918574811,NA,9.4075,0.6585,93,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,left,none,none,none,none,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3561643835616438
58MW,Medway,2021-03-31,44.22743,-64.78418,4.18,4.9191,4.2,17.6,25.6,28,2.284,196.111,192.647,3.4639999999999986,2,0.4,2.569,9,0.4,0.942,0.576,3.8641,0.4,0.4,0.7,15.8143,3.958194,233.323,0.4,0.4,0.39,19.484,0.461,25.2374,9,10,10,0.327,1,0.4,3.91,1.407,18.66648,0.854,0.4,0.4,4.667,NA,8.7225,14.35,54,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,none,none,left,left,left,none,none,none,left,left,none,none,none,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.2465753424657534
58MW,Medway,2021-04-21,44.22743,-64.78418,4.88,4.8407,8.6,17.9,26,28.2,2.178,249.8720408,222.8129246,27.059116200000005,2,0.4,3.066274506,9,0.4,1.111255836,0.728748955,3.7048,0.4,0.4,1.581975313,19.3865,4.530062701,247.5337247,0.4,0.603788295,0.426240136,23.01107547,0.644062467,18.4291,9,10,10,0.302997274,1,0.4,3.072731038,1.214,18.8,0.944389483,0.4,0.4,4.663208804,NA,9.168,1.17,101,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,none,none,left,left,none,none,none,none,left,none,none,none,none,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3041095890410959
58MW,Medway,2021-08-16,44.22743,-64.78418,5.49,5.1146,20.1,18.6,34.4,33.5,4.092,403.4304821,326.6908196,76.73966250000001,2,0.788041545,4.42715309,35.6508,0.4,1.946632139,1.587681832,3.7375,0.433742845,0.502238222,0.889688925,9.5923,7.779864649,1235.535964,0.4,1.101684278,0.708869402,59.7748224,1.453968056,23.543,9,10,26.45057073,0.399162316,1,0.4,4.840771928,0.717,22.33311,2.018655679,0.4,0.4,27.11825039,NA,22.7,0.8845,223.5,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,none,none,none,none,none,none,none,none,left,none,none,none,none,none,left,left,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.6246575342465753
58MW,Medway,2021-09-13,44.22743,-64.78418,5,5.047,17.5,18.7,NA,42.1,3.165,612.7752323,591.0856656,21.6895667,2,0.710206333,7.32333401,21.9329,0.4,2.125347356,2.462885861,4.0904,0.422440482,0.714011598,0.808868147,10.9647,8.249426912,1065.738088,0.669579596,0.756721113,0.714530006,89.86151079,1.409719697,59.3059,9,10,12.70558705,0.416058302,1,0.4,3.533686355,0.6638,28.066386,2.791503778,0.4,0.4,43.65985363,NA,27.12,0.7695,286,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,left,left,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.7013698630136986
58MW,Medway,2021-10-14,44.22743,-64.78418,4.04,5.186,13,18,34.6,38.1,2.925,408.1593898,382.0861134,26.073276399999997,2,0.6703278,4.843945087,27.7586,0.4,1.752132757,1.641438022,4.6369,0.406519087,0.460617901,1.20391776,14.8731,7.244475749,963.2041242,0.455548513,0.806823635,0.696794622,59.17220686,1.242153338,89.201,9,10,10.07541581,0.318978194,1,0.4,3.766492427,0.4697,25.399746,2.168271229,0.4,0.4,5.021336576,NA,18.71,0.7365,186.5,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,left,left,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.7863013698630137
58MW,Medway,2021-11-18,44.22743,-64.78418,4.23,4.7599,4.5,15.6,32,40.6,2.194,359.3001877,340.0225657,19.277622000000008,2,0.4,4.559798988,15.9369,0.4,1.654146251,1.391698779,5.4805,0.4,0.4,0.81242921,20.0478,6.914387733,619.0304664,0.4,0.770291138,0.676052585,54.37296229,0.968236393,65.9259,9,10,24.03731167,0.320560778,1,0.4,3.54564273,0.9457,27.066396,1.78079037,0.4,0.4,18.40241916,NA,16.09,0.535,170,none,none,none,none,none,none,none,none,none,none,left,left,none,none,left,none,none,none,left,left,none,none,none,none,left,none,none,none,none,none,left,left,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.8821917808219178
